name,justify
黄鸣龙, 有机化学家 1898年7月3日生于江苏扬州。1924年获德国柏林大学哲学博士学位。1955年被选聘为中国科学院学部委员(院士)。1979年7月1日逝世。 曾任中国科学院上海有机化学研究所研究员。早年研究中药延胡索和细辛中有效成分。后研究甾族化学，发现了甾族的双烯酮酚反应，并应用于山道年及其一类物的立体化学的研究。发现山道年的4个类似物在酸、碱作用下可以“成圈”地转变，由此推断出其相对构型，使后来国内外在解决山道年及其一类物的绝对构型和全合成有了理论依据。改良了开息纳尔沃尔夫还原法，被称为“黄鸣龙改良还原法”，已编入各国有机化学教科书中。利用薯蓣皂素为原料，七步合成了可的松，并很快投入生产，是我国甾族激素药物工业的奠基人。研制了中国首创口服避孕药甲地孕酮和其他几种主要甾族计划生育药物。著有《红外线光谱与有机化合物分子结构的关系》、《旋光谱在有机化学中的应用》等书。 曾获国家自然科学奖二等奖。
黄润乾,     天体物理学家 1933年12月5日生于北京，籍贯湖南衡山。1958年毕业于德国席勒大学。1999年当选为中国科学院院士。2013年10月10日逝世。曾任中国科学院国家天文台云南天文台研究员。    长期从事恒星物理研究。在双星非守恒演化、星风激波理论、转动双星演化理论和星风物质损失等问题上作出了重要贡献。发现双星有物质损失和角动量损失情况下的各种复杂因素，将双星非守恒演化奠定在严密的数理基础上与Weigert合作，最先提出星风激波理论，在国际上得到广泛应用，并为紫外和X射线卫星的大量观测结果所证实深入研究转动效应与潮汐效应对双星的结构和内部物理过程的影响，提出并奠定了转动双星演化理论与Weigert合作发现对流超射对恒星演化的重要效应，并提出用造父变星的演化程来判别对流超射的方法。
黄劭显, 地质学家。1914年7月1日出生，山东即墨县人。1940年毕业于西南联合大学。中国核工业总公司第三研究所副所长、高级工程师。从事地质工作40多年，在中国首次发现铬铁矿，填补了中国该矿种的空白，同时为中国普查与勘探铬铁矿培养了人才。三次到贺兰山区作区域地质调查，在没有地形图的情况下，步测做了1/20万的地质图。1955年起主要从事铀矿地质普查勘探和科研管理工作。我国铀矿地质事业的创建人之一，在铀矿成矿方面提出了一系列新的看法，对发展铀矿成矿理论、铀矿普查找矿和为我国第一颗原子弹爆炸做出了重要贡献。1980年当选为中国科学院院士（学部委员）。1989年8月10日逝世。
黄胜年, 核物理学家 1932年2月10日生于江苏太仓，2009年1月8日逝世。1950～1952年在清华大学物理系学习。1952～1955年在苏联列宁格勒大学物理系学习。1991年当选为中国科学院学部委员(院士)。 中国原子能科学研究院研究员，曾任核工业研究生部主任。长期从事中子物理与原子核裂变的实验研究和组织工作。测定或澄清了(国外有分歧的)核武器与核能发展所需要的某些核数据。先后完成了各种能量中子引起铀、钚、钍核素以及铀238、钚240自发裂变体系的实验。在没有直接参考资料的情况下，建立方法与装置，完成了金属铀本底中子的测定。1979年后，对锎252自发裂变这种典型的低激发能裂变进行系统的实验，观察到高动能事件碎片质量分布上的精细结构，并得出氚和a粒子伴随裂变(三分裂)的各种关联特性。还在快中子截面、快中子能谱、探测技术、光中子反应、裂变产额和裂变势垒高度等方面作过研究。
黄维垣,     有机化学家 1921年12月15日生于福建莆田。1943年毕业于协和大学化学系。1949年获岭南大学理学硕士学位。1952年获美国哈佛大学博士学位。中国科学院上海有机化学研究所研究员。曾任该所副所长、所长，中国化学会理事长。我国有机氟化学的奠基人之一。1980年当选为中国科学院学部委员(院士)。    早期从事天然产物化学研究，在甾体药物合成研究方面颇有建树。20世纪50年代末，应国家建设的需要，转向有机氟化学和含氟材料领域，为我国国民经济和国防建设研制出一系列关键的含氟材料，发现并系统研究了氟化学领域著名的亚磺化脱卤反应，发展了全氟烷基亚磺酸盐和磺酰卤的化学。编著了《高技术有机高分子材料进展》、《中国有机氟化学研究》和《中国有机氟化学十年进展》。曾获莫伊桑(MOISSAN)奖章和陈嘉庚化学奖等。 
黄纬禄, 　　自动控制专家。1916年12月18日生于安徽芜湖。1940年毕业于中央大学电机系。1947年获英国伦敦大学帝国学院硕士学位。中国航天工业总公司高级技术顾问、二院技术总顾问。1991年当选为中国科学院院士（学部委员）。 2011年11月23日逝世。　　1957年后主持液体战略导弹控制系统试制及改型设计，解决了远程多级火箭液体晃动、弹性弹体稳定、级间分离及各种制导、稳定方案的理论和工程技术问题；20世纪70年代后主持研制潜地和地地固体机动战略导弹获得成功，突破了水下发射、三轴稳定平台在运动基座上的调平及瞄准、导弹设计诸元的适时计算和装订、陆上机动车的研制发射等系列关键技术。
黄文熙," 黄文熙(1909.1.3-2001.1.1),岩土工程与水工建筑专家。原籍江苏吴江，出生于上海。1929年毕业于中央大学。1935年获美国密执安大学硕士学位，1937年获博士学位。清华大学教授。善于抓住生产实践中的关键性学术问题进行创造性的基本研究，十分注意引进和推广国内外先进技术。例如创导用栅法分析拱坝应力阐明影响砂土液化的许多因素，并创议用振动三轴仪研究液化问题等。建议用砂井和预压法加固软土地基用反滤层和排水井防止闸坝地基渗透破坏用补偿基础原理建造水闸用就地浇注混凝土防渗墙阻塞砂粒地基的渗漏等。参加了治淮和治黄工程中一些水闸和佛子岭、梅山、板桥、岳城、新丰江、毛家村等水坝的科研与加固工作，以及武汉长江大桥、上海宝山钢厂及其它一些工程的有关河道冲刷防护与地基加固处理的咨询工作，并对这些工程提出了积极建议。1955年选聘为中国科学院院士（学部委员）。"
黄宪, 有机化学家 1933年12月1日生于江苏扬州，2010年3月6日逝世。1958年毕业于南京大学化学系。2003年当选为中国科学院院士。 浙江大学化学系教授。主要从事有机合成化学研究，设计和开发了多种类型的新反应和新方法。关于有机硒碲化合物在合成多取代烯烃中的应用和聚合物负载的固相合成的研究，发现了有机碲盐在不加碱的情况下与羰基化合物反应形成烯烃，并提出亲卤反应机理。利用a-高碘取代叶立德与亲核试剂反应，使叶立德的a-碳极性逆转。发现快基砜及亚砜进行锆氢化反应时生成反式加成产物，并提出邻基参与反应的机理，在相关研究中提出了合成取代联烯的新方法和联烯及亚烃基环丙烷衍生物高选择性的反应。此外，还开发了多种杂环化合物的固相合成方法等。
黄耀曾, 有机化学家 1912年11月11日生于江苏南通。1934年毕业于中央大学化学系。1980年当选为中国科学院学部委员(院士)。2002年12月17日逝世。 曾任中国科学院上海有机化学研究所研究员、副所长。早年从事甾体化学研究，在我国开创了有机微量分析方法。从事过金霉素提取、结构测定及全合成的研究。进行过氟塑料、氟表面活性剂等研制工作，并完成了核武器制造中急需的高爆速塑料粘结炸药的研制。20世纪60年代，从理论上推断出胂叶立德应比相应的膦叶立德反应活性高，并从实验中得到证实。是中国金属有机化学的开拓者。成功地将固液相转移方法应用于胂试剂的维蒂希型反应，使胂盐在弱碱作用下，于室温即能与醛进行烯基化反应。实现了第一例催化的胂型维蒂希反应。对砷、锑、碲元素金属有机化合物的反应及其在有机合成中的应用研究，取得一系列成果。他的工作对国防建设和经济建设都有重要贡献。 曾获国家科技进步奖一等奖、国家自然科学奖二等奖2项和第三世界科学院化学奖。
黄祯祥,     黄祯祥(1910.2.10-1987.3.24)，病毒学家。福建厦门人。1930年毕业于燕京大学，获硕士学位。1934年毕业于北京协和医学院，获博士学位。曾任中国医学科学院病毒学研究所教授、名誉所长。1980年当选为中国科学院院士（学部委员）。    首创病毒体外培养法新技术，为现代病毒学奠定了基础，被称为“在医学病毒学的发展史上第二次技术革命”第一次使病毒定量测定的显微镜观察法被革新为肉眼观察法对流行性乙型脑炎的流行病学、病原学及发病机理的研究，为控制中国乙型脑炎的流行做出了重要贡献首先发现自然界中存在着不同毒力的乙脑病毒株，并对其生态学与流行的关系、变异的某些规律、保存毒株的方法及疫苗等进行了研究发明了用福尔马林处理麻疹活疫苗的新方法。
黄志镗,     有机化学、高分子化学家 1928年5月20日生于上海，籍贯浙江黄岩。1951年毕业于同济大学化学系。中国科学院化学研究所研究员。曾任该所学术委员会主任、学位委员会主任等职。1991年当选为中国科学院学部委员(院士)。    20世纪50年代从事有机硅化合物和有机硅高分子的研究。60年代起从事酚醛树脂、环氧树脂等增强塑料及耐高温高分子的研究，为防热材料的发展作出了贡献。在交联型聚酰亚胺和合成三嗪交联的新型耐高温高分子上都有创新。80年代起进行杂环化学的研究，系统研究杂环烯酮缩胺的合成及反应，合成了1000个以上的新杂环化合物，与国内外有关研究单位协作进行生物活性试验，以筛选药物及农药。其后又开展杯芳烃化学的研究，在合成和包合性能等方面皆取得有意义的结果。 曾获全国科学大会奖、中国科学院自然科学奖一等奖等。 
黄子卿, 物理化学家 1900年1月2日生于广东梅县。1921年毕业于清华学校。1924年获美国威斯康星大学化学系理学士学位，1925年获康奈尔大学化学系硕士学位，1935年获麻省理工学院博士学位。1955年被选聘为中国科学院学部委员(院士)。1982年7月23日逝世。 曾先后任清华大学教授和北京大学教授。毕生从事物理化学的教学和研究，在溶液理论和热力学方面的研究尤为突出。1938年所发表的论文“水的三相点温度”，其测定数值(0.00980℃)被国际温标会议采纳，定为国际温度标准之一，本人因此而被选入美国的《世界名人录》。1956年编著出版的《物理化学》是第一部高水平的中文物理化学教科书。
黄祖洽,     理论物理和核物理学家 1924年10月2日生于湖南长沙。1948年毕业于清华大学，1950年于该校理论物理研究生毕业。1980年当选为中国科学院学部委员(院士)。2014年9月7日在北京逝世。曾任北京师范大学教授及低能核物理研究所名誉所长，第二机械工业部第九研究院理论部副主任、北京第九研究所副所长，中国原子能研究所副所长，北京师范大学低能核物理研究所所长，《物理学报》主编。    主要从事核理论、中子理论、反应堆理论、输运理论及非线性动力学等方面的研究，是中国核武器理论研究和设计的主要学术带头人之一，积极参加和领导了中国原子弹理论的研究工作，对中国核武器的研制成功、设计定型及其他一系列科学试验研究作出了重要贡献。对中国第一个重水反应堆作了理论计算并纠正了苏联专家设计的临界大小数据。近年来在氢分子激发态的相互作用、浸润相变理论及噪声在随机系统中的影响等方面作了大量研究。 1982年获国家自然科学奖一等奖，1991年获国家教委科技进步奖一等奖。
嵇汝运,     药物化学家 1918年4月24日生于上海松江，2010年5月15日逝世。1941年毕业于中央大学化学系。1950年获英国伯明翰大学博士学位。中国科学院上海药物研究所研究员，曾任该所副所长。1980年当选为中国科学院学部委员(院士)。    在国外留学期间研究神经系统药物化学，发现了一种比普鲁卡因的局部麻醉作用强10余倍的新药。回国后研究试验成功新药巯锑钠，对血吸虫有一定的杀灭作用，并在疫区试用过。在金属解毒药研究中，参加创制了新药二巯基丁二酸钠，对锑、砷、汞等多种金属有解毒作用。合成的南瓜子中防治寄生虫病有效成分南氨酸的研究，引起了国外的重视。与合作者共同创制了新药硫溴酚，对家畜肝片吸虫病有优良疗效。在量子药物学方面，对药物的化学结构与药效关系正在进行系统研究。
纪育沣, 药物化学家 1899年12月22日生于浙江鄞县。1921年毕业于上海沪江大学化学系。1922年获美国芝加哥大学硕士学位，1928年获耶鲁大学博士学位。1955年被选聘为中国科学院学部委员(院士)。1982年5月18日逝世。 1951年任中央卫生研究院药物化学系研究员。1958年任北京化学试剂研究所研究员、副所长。毕生从事药物化学及有机合成工作，包括嘧啶、噻唑、喹啉等杂环化合物和中草药化学成分的研究，维生素B1全合成，抗疟药物、抗血吸虫药物和系列氨基酸化合物的合成，维生素C的测定方法及在动植物产品中的分布等方面。对嘧啶的研究最为知名，例如硫氰基嘧啶类化合物重排为相应的异硫氰嘧啶，过氧化氢与巯基嘧啶的反应以及胺和肼与2-甲巯基嘧啶的作用等研究。
贾福海, 水文地质、工程地质学家。1914年8月23日生于山西原平。1941年毕业于西南联合大学地质系。1980年当选为中国科学院学部委员(院士)。2004年10月3日逝世。 曾任国土资源部科学技术高级咨询中心高级顾问、科学技术顾问委员会委员、高级工程师。长期从事地质、水文地质、工程地质工作。在三门峡水库工程地质勘测工作中，对该地新生代地层的划分提出了独特的分层原则，对我国当时第四系地层的划分有重要的意义。指导上海地面沉降研究、参加长江三峡坝址最终报告的编写和天津城市供水勘察等重大科学研究工作，取得了重要成果。积极倡导地表水、地下水的综合利用，在把地表水转化为地下水方面提出了重要的见解。1960～1963年对越南红河流域水利规划和地层划分作出了贡献。代表作有《对三门峡水库三门系的初步认识》和《论上海基底碳酸盐岩层储水的可能性，探索控制地面沉降的新措施》等。
贾兰坡, 考古学、第四纪地质学家。1908年11月25日生于河北玉田。1929年毕业于北京汇文中学。1980年当选为中国科学院学部委员(院士)。1994年当选为美国科学院外籍院士。1995年当选为第三世界科学院院士。2001年7月8日逝世。 曾任中国科学院古脊椎动物与古人类研究所研究员。1931年入中央地质调查所新生代研究室并参加周口店北京人遗址发掘。1935年接替裴文中主持这一地区的发掘和整理，获得重要发现，研究成果受到国内外学术界高度重视。认为北京人能够使用火，在体质特征与石器制造方面显示出进步性质，因而不能说是最古老的，最古老的人类是原始文化，应该到早更新世泥河湾期的地层中去寻找。深入探讨北京人及其共生的各种动物化石之间的关系，提出北京人在周口店生活期间曾经历过冷暖更替的气候变迁。20世纪50年代以后，先后组织参加了一系列著名古人类、古文化遗址的发掘。80年代提出的中国、东北亚及北美的细石器可能起源于华北的学说受到国内外学术界的瞩目。代表作有《中国猿人》、《山顶洞人》、《从猿人脑发展到现代人》、《中国标准化石（脊椎动物）》、《西侯度》和《北京猿人发掘记》。
江龙, 物理化学家，长期从事胶体与界面科学研究。1933年1月1日生于上海。1953年毕业于南京大学化学系，1960年获苏联科学院物理化学研究所副博士学位。2001年当选为中国科学院院士。
江元生,     物理化学家 1931年8月18日出生，江西宜春人。1953年毕业于武汉大学化学系。1956年吉林大学化学系研究生毕业。2005年当选为国际数学化学科学院院士。南京大学教授。2014年1月10日在南京逝世。曾担任南京大学教学委员会主任。1991年当选为中国科学院学部委员(院士)。    从事理论化学研究，取得的成果有：表征高分子交联程度的溶胶－凝胶分配量公式用于配位场理论标准化的点群偶合系数及旋轨偶合能计算方案分子轨道图形理论方法和五参数芳香性公式大尺寸共轭分子的经典价键理论精确计算。代表作为《矩的计算及应用》和Valence Bond Theory Chapter 18以及大学用书《结构化学》。获1982年、1987年国家自然科学奖一等奖，1999年教育部科技进步奖一等奖等。
江泽涵, 数学家 1902年10月6日生于安徽旌德。1926年毕业于南开大学。1930年获美国哈佛大学博士学位。1955年被选聘为中国科学院学部委员(院士)。1994年3月29日逝世。 曾任北京大学教授、数学系主任，中国数学会名誉理事长等职。主要从事不动点理论、莫尔斯理论、复迭空间与纤维丛等领域的研究工作并取得突出成就。早年研究尼尔森的不动点类理论，成功地用复迭空间替代了双曲几何，后与他人一起提出自映射的伦型概念，并指导他人在尼尔森数的计算和实现问题上取得重大突破将莫尔斯理论直接用于分析学中，得到了调和函数的多项重要结果在复迭空间和纤维丛方面取得多项创见性成果。
姜圣阶, 化学工程学家 1915年11月14日生于长春，籍贯黑龙江林甸。1936年毕业于河北工业学院机电系。1950年获美国哥伦比亚大学硕士学位。1991年当选为中国科学院学部委员(院士)。1992年12月28日逝世。 曾任第二机械工业部副部长、国家核安全局局长、中国核工业总公司科技顾问、中国核学会理事长等职。20世纪50年代，在主持永利宁厂改扩建过程中完成了百余项技术革新，其中氨合成塔、流态化技术在硫酸生产中的应用、无烟煤代替焦炭制取合成氨原料气、层板包扎式高压容器等具有创新性。60年代领导组建了中国第一个大型军用生产反应堆、核燃料后处理厂，对后处理工艺流程进行了两项革新，使中国钚生产技术达到先进水平。80年代组建国家核安全局，为建立中国核安全监督体系作出了重要贡献。专著有《合成氨工艺》、《后处理工艺》等。 曾获1956年国务院特别奖、国家科技进步奖特等奖、国家发明奖二等奖等，并曾获法国荣誉军团骑士勋章。
蒋华良, 药物科学学家，主要从事药物科学基础研究和新药发现。1965年1月出生于江苏省常州市。1987年毕业于南京大学化学系，1992年于华东师范大学获硕士学位，1995年于中国科学院上海药物研究所获博士学位。2017年当选为中国科学院院士。
蒋丽金, 有机化学家 1919年4月15日生于北京，籍贯浙江杭州，2008年6月9日逝世。1944年毕业于辅仁大学化学系，获学士学位，1946年获该校硕士学位。1951年获美国明尼苏达大学博士学位。1980年当选为中国科学院学部委员(院士)。 中国科学院化学研究所研究员。曾先后在美国堪萨斯大学和麻省理工学院做博士后研究工作，包括可的松衍生物的合成及维生素D的部分合成工作。1955年回国后，从事中国大漆漆酚的研究，硼氮六环化合物的合成以及高感胶片助剂的剖析等。1978年以后，开展了光化学研究。主要研究工作，一是中草药竹红菌素及其衍生物的合成以及光疗机制二是藻类植物的结构与光合作用能量传递等。
蒋民华,     晶体材料科学家。1935年8月16日生于浙江临海。1956年毕业于山东大学化学系。山东大学教授。1991年当选为中国科学院院士（学部委员）。 2011年5月6日逝世。    长期从事功能晶体研究。提出的DKDP晶体的亚稳相生长理论和方法，打破了国际上在低温稳定相中生长DKDP的惯例，生长出高质量的晶体在KTP的助熔剂生长方面取得重大突破较好地解决了有机非线性光学晶体探索中存在的共轭基团非线性效应和紫外透光特性互相制约的困难，首次探索并生长出“中国牌”的LAP晶体，并在此基础上进一步开拓了把有机基团和无机基团结合起来的有机金属络合物非线性光学晶体材料系列的研究领域，形成了有特色的、国际上称为半有机非线性光学材料的新方向。
蒋明谦, 有机化学家 1910年11月10日生于四川蓬溪。1935年毕业于北京大学化学系。1944年获美国伊利诺大学博士学位。1980年当选为中国科学院学部委员(院士)。1995年5月19日逝世。 曾任中国科学院化学研究所研究员。从事有机化学、药物化学研究，重视科学现象的个体性与整体性关系。早年从事药物化学研究，侧重药物分子结构与药理作用的关系。20世纪50年代开始了有机化合物结构与性能定量关系的研究。1962年提出“诱导效应指数”，用于非共轭体系有机物性能的预测，得到了广泛的承认。1977年提出了“同系线性规律”，适用于定量计算和预测所有有机同系物系列的性能与结构关系。
蒋锡夔,     有机化学家 1926年9月5日生于上海。1947年毕业于上海圣约翰大学化学系。1952年获美国华盛顿大学博士学位。中国科学院上海有机化学研究所研究员。曾任该所学术委员会主任，上海大学化学化工学院院长。1991年当选为中国科学院学部委员(院士)。    1954年在国外曾提出并证明了氟烯与SO3反应生成b-磺内酯，从而发明了一种有用的有机反应。回国后领导完成了多种氟橡胶和氟塑料的研究工作，为军工和民用作出了贡献。1978年在国内创建了物理有机化学实验室，在有机氟化学、自由基化学、单电子转移和亲卤反应，结构─性能关系，新颖反应机理探索，溶剂和微环境效应，疏水亲脂作用等方面均有建树。特别是对有机分子的簇集和自卷现象以及对自由基化学中的取代基参数s的建立和应用两个方面的研究都作出了重要贡献。曾获国家自然科学奖一等奖等。2005年当选为全国先进工作者。 
金国章, 药理学家 男，1927年6月生，浙江永康人。1952年毕业于浙江大学。2001年当选为中国科学院院士。现为中国科学院上海药物研究所研究员。系统研究中药延胡索的药理作用，证实左旋四氢巴马丁（l-THP，或罗通定）是其中的主要有效成分，是多巴胺（DA）受体阻滞剂证实l-THP有镇痛作用外，还发现它具有安定作用。该药已载入国家药典，并收入《药理学》教课书沿用至今，为中药现代化提供了成功的范例。以l-THP的安定作用为源头，开拓了四氢原小檗碱同类物（THPBs）作用于DA受体的研究领域发现左旋千金藤啶碱（l-SPD）具有D1激动D2阻滞双重作用。这是一种新型的药理作用，恰与当前精神分裂症病因新论点（即大脑皮层前额叶D1受体功能低下，而皮层下结构D2受体功能亢进）相吻合，是第一个双重作用的安定剂，为抗精神病药物研究指出了发展的新方向。经分子药理学研究，提出l-SPD与D1受体相互作用的拓扑图，并证实双羟基-THPBs是目前国际上独有双重作用特性的类型物，其中一个新化合物得到国家发明专利。
金建中," 物理学家。原籍安徽黟县，1919年7月生于北京，1944年毕业于北京大学。1946年在辅仁大学研究生院毕业。1980年当选为中国科学院院士（学部委员）。1989年10月12日逝世。曾任航天工业部总工程师、科技委员会委员，兰州物理研究所所长、研究员，博士研究生导师, 中国真空学会第一届理事长,全国人大代表。主要从事真空物理与技术的研究，是中国真空科学的创始人与开拓者。负责研制出性能接近60年代国际水平的电磁双聚焦反应粒子能谱仪等多种核物理仪器。在中国第一台1兆伏质子静电加速器、第一台2兆伏高气压质子静电加速器的加速管及真空系统的研制和建立中作出了突出贡献。在金属高真空油扩散泵和金属超高真空系统的研制与建立、创建与发展中国真空科技研究机构等方面作出了重要贡献。主编有《真空设计手册》。"
金善宝,     金善宝(1895.7.2-1997.6.26)，农学家。浙江诸暨人。1920年毕业于南京高等师范学校农业专修科。1926年毕业于东南大学农学系。1932年获美国明尼苏达大学硕士学位。曾任中国农业科学院研究员、名誉院长。1955年选聘为中国科学院院士（学部委员）。    从世界各地收集的3000多份小麦材料中选出“矮粒多”和“南大2419”，在长江流域等13个省、市推广，获得高产育成了京红1、2、3、4、5、6、7、8、9号和“6082”等优质高产品种对“北京春播－高山夏播―南方秋播”一年三代加速世代育种方法的研究，加速了新品种的繁殖工作研究鉴定了从全国征集到的5544个小麦品种，其中“云南小麦”是世界上独有的小麦新种，对小麦种类及其分布的系统研究，为中国小麦育种打下了基础。
金玉玕, 古生物学家。1937年12月26日生于浙江东阳。1959年毕业于南京大学。2001年当选为中国科学院院士。2006年6月26日逝世。 曾任中国科学院南京地质古生物研究所研究员、国际古生物协会副主席。曾长期从事腕足动物化石和石炭纪、二叠纪地层研究，提出新的国际二叠纪地层年代系统，代替沿用了150年的传统年代系统，被各国采用。长期研究中国乐平统，使之成为上二叠统的国际标准，并在华南建立了乐平统两个阶的全球界线层型。与合作者研究提出地球历史上规模最大的古、中生代之交生物大灭绝分为两幕的新模式，又据同位素年龄和大量化石种的统计分析，推定两次灭绝的时间和大灭绝主幕为突发性。在腕足动物系统古生物学方面发表了一系列论著，建立了许多具有重要系统演化、生物地层和古地理意义的新类群。代表作有PermianChronostratigraphicSubdivisions和PatternofMarineMassExtinctionnearthePermian-TriassicBoundaryinSouthChina。
金展鹏, 材料科学技术专家，主要从事相图热力学与相变动力学研究。1938年11月6日生于广西荔浦。1960年毕业于中南矿冶学院，1963年中南矿冶学院金属学专业研究生毕业。2003年当选为中国科学院院士。
靳树梁," 靳树梁(1899.4.1-1964.7.5),冶金学家。河北徐水人。1920年毕业于北洋大学。东北工学院院长、教授。参加拆迁汉阳和六河沟钢铁厂至大渡口，以及组建威远钢铁厂。1943年因改进高炉炉顶布料装置获中国工程师学会论文奖，并先后获几项发明专利。1949年后，在恢复鞍钢和本钢生产中，深入实际，卓有成效。在任东北工学院院长期间，经常到工厂研究解决生产中的问题。如领导本溪高炉结瘤的研究，领导总结高炉强化经验，研究高炉降料理论，提出“风口区焦炭运动现律袋式效应”、悬料机理、造渣理论等。领导教研室开展攀枝花钒钛磁铁矿高炉冶炼的科学研究，取得突破性成就。1955年选聘为中国科学院院士（学部委员）。"
经福谦, 　　(1929.6.7-2012.4.20) 物理学家 1929年6月7日生于江苏南京，籍贯江苏淮阴。1952年毕业于南京大学物理系。1991年当选为中国科学院学部委员(院士)。 中国工程物理研究院研究员，曾任该院流体物理研究所所长、院科技委副主任及冲击波物理与爆轰物理国防科技重点实验室主任。　  主要从事凝聚态物理和爆炸力学研究。完成了“聚合爆轰波人工热核反应研究”，并在内爆动力学模型实验研究和地下核爆超高压物态方程实验攻关中作出了重要贡献。提出了“严重稀疏范围”和信号保护通道设计的“绝对保护”概念。其研究集体在宽区物态方程、高温高压本构关系及材料动态损伤与破坏等基础性研究中取得了重要进展。其代表作为《实验物态方程导引》。 1982年获国家自然科学奖一等奖。 
柯俊,     材料物理学及科学技术史学家。1917年6月23日生于浙江黄岩。1938年毕业于武汉大学，获学士学位。1948年获英国伯明翰大学博士学位。1984年获加拿大麦克麻斯特大学荣誉理学博士学位。1988年获英国萨瑞大学荣誉博士学位。北京科学技术大学教授、顾问。1980年当选为中国科学院院士(学部委员)。     几十年从事合金中相变的研究，在钢中首次发现贝茵体切变机理，至今在英、美、德、日、俄学者中仍为贝茵体形成机理的主流学派。50年代首次观察到钢中马氏体形成时基体的形变和对原子簇马氏体长大的阻碍作用80年代系统研究铁镍钒碳钢中原子簇因导致蝶状马氏体形成，发展了马氏体相变动力学指导开展微量硼在钢中作用机理的研究。领导并亲自参加中国考古冶金史的研究，阐明中国生铁技术的发明和发展对中国和世界文明的作用取得突破性进展。
柯召, 数学家 1910年4月12日生于浙江温岭。1933年毕业于清华大学。1937年获英国曼彻斯特大学博士学位。1955年被选聘为中国科学院学部委员(院士)。2002年11月8日逝世。 曾任四川大学教授、校长、名誉校长，中国数学会名誉理事长等职。主要从事数论、组合论和代数的研究。在数论方面，在表二次型为线性型平方和的研究上取得一系列重要成果。在不定方程方面，突破了100多年来未能解决的卡塔兰猜想的二次“幂”情形，获一系列重要结果，被国际上誉为“柯氏定理”，所创造的方法至今仍被广泛引用。在组合论方面，他与Erd_s、拉多合作的关于有限集合的工作，即“Erd_s－柯－拉多定理”，开辟了极值集论迅速发展的道路。
孔祥复, 分子生物学家 男，1942年9月生，湖北阳新人。1969年获美国Vanderbilt大学博士学位。1999年当选为中国科学院院士。现为香港大学讲座教授。研究了β-半乳糖苷酸的生物合成及调控机理，阐明Met-tRNA的修饰及转录终止因子及它们在细菌生物合成中的作用和机理；纯化了重组的人干扰素，结晶了第一个由重组得到的蛋白质－干扰素A；阐明了Ras基因和肿瘤的关系，发现Ras基因引起癌变需要磷脂酶C及神经生长因子对Ras信号的作用；以非洲蟾胚胎发育为系统，研究了骨形成蛋白（BMP-4）的信号转导途径，阐明了它们以及GATA基因对中胚层形成的影响，指出BMP-4具有抑制神经外胚层形成的作用；研究了多种来源於植物的抗病毒、抗肿瘤药物的结构、功能及性质，阐明了HCG制品抗HIV的作用机理，为抗HIV药物的研制提供了新思路。
乐森璕, 地质学、古生物学家。1899年9月4日生于贵州贵阳。1924年毕业于北京大学地质系。1936年获德国马堡大学哲学博士学位。1955年被选聘为中国科学院学部委员(院士)。1989年2月12日逝世。 曾任北京大学地质系教授。自20世纪20年代起在中国西南地区开展煤、铁、铝等矿产资源普查，为资源合理开发奠定了基础。是中国珊瑚化石研究的奠基人之一，对四射珊瑚化石完成大量属种的总结和厘定，提出分类学与系统演化方面的重要认识，发现了著名的乐氏江油鱼化石。在地质学、古生物学的教育和普及方面作出了重大贡献，50年代为北京大学恢复了地质系。代表作有《中国南部广西省中泥盆世四射珊瑚群》(德文)、《中国南部海相早泥盆世晚期及中泥盆世早期地层的划分》(德文)、《拖鞋珊瑚》和《珊瑚化石(四射珊瑚)》。
雷天觉," 雷天觉（1913.1.29－2005.11.4）,机械学专家。湖南浏阳人。1935年毕业于北平大学工学院。国家机械工业局机械科学研究院高级工程师。几十年来在精密计量、精密加工、机械设计、静压技术等领域做出了重要贡献。研制成工具磨床、内圆磨床和镗床，达到当时国际水平。研制成离心加油式高速滑动轴承和角式光波干涉仪，均已用于磨床设计。还研究了调相式变量油泵，被国外引用生产。60年代负责研制1/10秒的分度机构，该装置的精度达到了国际同类仪器的先进水平。与人合作并负责研制成具有独特优点的结构简单的台阶式静压螺帽和静压式轴承。主持跨音速风洞用的柔壁喷管的技术工作。开发了振动试验台激振器用弹性流体静压轴承。1955年选聘为中国科学院院士（学部委员）。"
黎尚豪,     黎尚豪(1917.3.9-1993.1.24)，淡水藻类学家。广东梅县人。1939年毕业于中山大学理学院生物系，获理学士学位。曾任中国科学院水生生物研究所研究员。1980年当选为中国科学院院士（学部委员）。    建立和发展了我国淡水实验藻类学，并进行了一系列的藻类生理生态的研究，在技术上提出了蓝藻、单细胞绿藻与硅藻等的培养基配方，建立了一套为国内普遍采用的藻类培养技术，特别是在固氮蓝藻生物学方面，从理论上对固氮蓝藻的生长繁殖规律、固氮作用原理进行了系统的研究。利用固氮蓝藻作为晚稻肥源，在示范应用中取得增产10％左右的效果。
